marca,km,provincia,precio_usd,carroceria,antiguedad
FIAT,174000,Córdoba,9612.26,Hatchback,11
Toyota,136000,Mendoza,34838.71,SUV,8
Peugeot,200000,Buenos Aires,1935.48,Sedán,28
Peugeot,180000,Ciudad Autónoma Buenos Aires,12890.0,Furgón,8
Volkswagen,146300,Buenos Aires (A.M.B.A.),9032.26,Minivan,11
Ford,61800,Ciudad Autónoma Buenos Aires,10967.74,Hatchback,10
Volkswagen,145000,Buenos Aires,15500.0,Wagon,11
Volkswagen,4000,San Juan,26451.61,SUV,1
Citroën,64000,Buenos Aires,13225.81,Sedán,7
Ford,80000,Córdoba,10322.58,Hatchback,10
Renault,30000,Córdoba,14193.55,SUV,3
Nissan,149000,La Pampa,10967.74,Sedán,8
FIAT,99000,Córdoba,21500.0,Pickup,6
Citroën,210000,Buenos Aires (A.M.B.A.),9225.81,Sedán,11
Peugeot,62323,Neuquén,11612.9,Hatchback,10
Toyota,126000,Buenos Aires (A.M.B.A.),26000.0,Pickup,10
Peugeot,49600,Buenos Aires,9500.0,Hatchback,13
Toyota,177000,Buenos Aires (A.M.B.A.),18500.0,Pickup,14
Volkswagen,83000,Santa Fe,8258.06,Sedán,12
Peugeot,58000,Ciudad Autónoma Buenos Aires,11290.32,Furgón,4
Chery,109000,Ciudad Autónoma Buenos Aires,4193.55,Hatchback,13
Ford,137000,Buenos Aires,6129.03,SUV,14
Renault,16500,Chaco,6129.03,Clásico,29
Ford,220000,Buenos Aires (A.M.B.A.),4774.19,Hatchback,16
Ford,134000,Santa Fe,9677.42,Hatchback,12
Volkswagen,55800,Santa Fe,12129.03,Hatchback,5
Chery,48000,Buenos Aires,13000.0,SUV,9
Volkswagen,147000,Entre Ríos,10000.0,Minivan,12
Peugeot,58000,Ciudad Autónoma Buenos Aires,5161.29,Hatchback,8
Ford,40000,Buenos Aires,37354.84,SUV,2
Toyota,170000,Neuquén,26451.61,SUV,12
Volkswagen,169800,Mendoza,7096.77,Hatchback,13
Toyota,190000,Ciudad Autónoma Buenos Aires,14516.13,Sedán,8
Toyota,18500,Tucumán,25806.45,Sedán,2
Renault,177000,Mendoza,6548.39,Hatchback,12
Ford,165000,Córdoba,9677.42,SUV,12
Toyota,29500,La Rioja,34193.55,SUV,2
Volkswagen,106000,Neuquén,29677.42,Pickup,4
Chery,94800,Ciudad Autónoma Buenos Aires,10129.03,SUV,10
Ford,107000,Ciudad Autónoma Buenos Aires,9161.29,Hatchback,10
Volkswagen,220000,Buenos Aires,9000.0,Hatchback,12
Volkswagen,255000,Mendoza,4516.13,Hatchback,17
Chevrolet,25000,Ciudad Autónoma Buenos Aires,12000.0,Sedán,10
FIAT,85000,Ciudad Autónoma Buenos Aires,11290.32,Hatchback,8
Renault,125000,Ciudad Autónoma Buenos Aires,7500.0,Hatchback,13
Peugeot,140000,Córdoba,10645.16,Furgón,11
Renault,209000,Santa Fe,5161.29,Sedán,16
Peugeot,167000,Buenos Aires (A.M.B.A.),12580.65,Furgón,9
Citroën,105000,Buenos Aires (A.M.B.A.),5161.29,Hatchback,19
Peugeot,50000,Buenos Aires,17354.84,Hatchback,4
Renault,295000,Buenos Aires (A.M.B.A.),17900.0,Furgón,15
Ford,109000,Buenos Aires (A.M.B.A.),15806.45,Pickup,12
Volkswagen,175000,Mendoza,5806.45,Hatchback,20
Renault,90000,Mendoza,9548.39,Sedán,8
Toyota,2100,Ciudad Autónoma Buenos Aires,31500.0,Sedán,2
Ford,101471,Buenos Aires (A.M.B.A.),43000.0,Pickup,5
FIAT,104946,San Luis,11290.32,Pickup,10
FIAT,173000,Buenos Aires,7225.81,Sedán,13
FIAT,165000,Santa Fe,6129.03,Hatchback,14
Volkswagen,190000,Buenos Aires,8903.23,Minivan,12
Jeep,62000,Santa Fe,19354.84,SUV,8
Ford,185000,Neuquén,5806.45,Hatchback,16
Peugeot,65000,Ciudad Autónoma Buenos Aires,13000.0,SUV,8
FIAT,49000,Buenos Aires (A.M.B.A.),10967.74,Hatchback,5
Peugeot,60000,Ciudad Autónoma Buenos Aires,6129.03,Hatchback,6
Renault,57000,Entre Ríos,9677.42,Hatchback,11
Volkswagen,177000,Entre Ríos,12000.0,Sedán,15
FIAT,16000,Buenos Aires,9900.0,Hatchback,12
Ford,82000,Córdoba,12903.23,SUV,8
Toyota,170000,Buenos Aires,26451.61,Pickup,7
Chevrolet,93000,Córdoba,15806.45,Sedán,4
BMW,142500,Buenos Aires (A.M.B.A.),47900.0,SUV,9
Peugeot,57000,Ciudad Autónoma Buenos Aires,5161.29,Furgón,5
Peugeot,45000,Ciudad Autónoma Buenos Aires,6129.03,SUV,6
Peugeot,46000,Ciudad Autónoma Buenos Aires,5225.81,Hatchback,6
Renault,264000,Buenos Aires,7741.94,SUV,13
FIAT,123969,Córdoba,9612.9,Hatchback,14
Jeep,109000,Neuquén,19290.32,SUV,5
Peugeot,160000,Buenos Aires,10000.0,Sedán,16
Peugeot,132000,Buenos Aires (A.M.B.A.),13290.32,SUV,6
Chevrolet,78000,Buenos Aires,14225.81,Sedán,8
Ford,70100,Ciudad Autónoma Buenos Aires,9990.0,Hatchback,12
Volkswagen,64500,Mendoza,16129.03,SUV,4
Peugeot,45000,Ciudad Autónoma Buenos Aires,6129.03,Hatchback,8
Volkswagen,113000,Mendoza,5225.81,Hatchback,18
Ford,145300,Ciudad Autónoma Buenos Aires,17900.0,Sedán,10
Peugeot,43000,Ciudad Autónoma Buenos Aires,3870.97,Hatchback,6
Peugeot,12000,Ciudad Autónoma Buenos Aires,5806.45,Hatchback,3
Chevrolet,245000,Buenos Aires,16903.23,Pickup,8
Peugeot,90000,Buenos Aires,9677.42,Hatchback,12
Volkswagen,127533,Córdoba,23096.77,Pickup,5
FIAT,23512,Santa Fe,15354.84,Sedán,4
Peugeot,116000,Buenos Aires (A.M.B.A.),5161.29,Sedán,14
Peugeot,43000,Buenos Aires,17006.45,SUV,6
Ford,74000,Mendoza,9677.42,Hatchback,9
Citroën,183569,Buenos Aires,4838.71,Hatchback,13
Suzuki,85000,Ciudad Autónoma Buenos Aires,5419.35,Hatchback,17
Honda,160000,Buenos Aires (A.M.B.A.),18900.0,SUV,14
Chevrolet,80000,Misiones,10322.58,Hatchback,8
Volkswagen,121000,Buenos Aires (A.M.B.A.),10967.74,Minivan,8
Volkswagen,167500,Salta,12903.23,Sedán,9
Renault,170000,Mendoza,5806.45,Furgón,14
Renault,3700,Ciudad Autónoma Buenos Aires,20000.0,SUV,1
Toyota,142000,Buenos Aires,13700.0,Sedán,14
Renault,135000,Neuquén,13870.97,Furgón,7
Ford,88000,Río Negro,14838.71,SUV,4
Citroën,145000,Buenos Aires (A.M.B.A.),8322.58,SUV,13
Renault,135000,Chaco,9354.84,Hatchback,7
Ford,83000,Chaco,4936.77,Hatchback,9
Chevrolet,104000,Buenos Aires (A.M.B.A.),6451.61,Sedán,13
Chevrolet,158000,Córdoba,5483.87,Hatchback,14
Peugeot,56000,Ciudad Autónoma Buenos Aires,9677.42,Furgón,4
Volkswagen,61300,Mendoza,9548.39,Hatchback,11
Peugeot,24000,Ciudad Autónoma Buenos Aires,6451.61,SUV,4
Peugeot,45000,Ciudad Autónoma Buenos Aires,5806.45,Hatchback,8
Chevrolet,56000,Buenos Aires,45000.0,Pickup,3
Toyota,11677,Entre Ríos,50000.0,Pickup,2
DS,84000,Santa Fe,19354.84,SUV,7
Chevrolet,140000,Buenos Aires (A.M.B.A.),8387.1,Sedán,8
Chevrolet,48000,Ciudad Autónoma Buenos Aires,17000.0,Sedán,8
Renault,130000,Buenos Aires (A.M.B.A.),16000.0,Pickup,6
Peugeot,49000,Ciudad Autónoma Buenos Aires,14193.55,Hatchback,4
Honda,170000,Santa Fe,8000.0,Hatchback,18
Peugeot,10200,Buenos Aires,16645.16,Hatchback,3
Toyota,79000,Buenos Aires (A.M.B.A.),27500.0,SUV,5
Chevrolet,133000,Ciudad Autónoma Buenos Aires,7741.94,Sedán,13
Jeep,115047,Córdoba,33500.0,SUV,10
Peugeot,85000,Ciudad Autónoma Buenos Aires,11000.0,Hatchback,13
FIAT,235000,Buenos Aires,13548.39,Pickup,8
KIA,161340,Córdoba,25000.0,SUV,8
Volkswagen,28000,Ciudad Autónoma Buenos Aires,1419.35,Hatchback,3
Citroën,99000,Mendoza,14516.13,SUV,6
FIAT,72000,Tucumán,23225.81,Pickup,4
Renault,110000,Buenos Aires,18387.1,Furgón,5
Toyota,127000,Buenos Aires (A.M.B.A.),13000.0,Hatchback,12
Peugeot,98000,Ciudad Autónoma Buenos Aires,14516.13,SUV,6
DS,94000,Santa Fe,14516.13,Hatchback,7
Peugeot,29000,Salta,15419.35,Hatchback,3
Toyota,169000,Buenos Aires (A.M.B.A.),11290.32,Sedán,7
Volkswagen,43000,Córdoba,27741.94,SUV,3
Toyota,42000,Chaco,27096.77,Pickup,9
Toyota,143000,Ciudad Autónoma Buenos Aires,25000.0,Pickup,12
Nissan,108000,Córdoba,17354.84,SUV,8
FIAT,196000,Buenos Aires (A.M.B.A.),5032.26,Hatchback,14
Volkswagen,25000,Ciudad Autónoma Buenos Aires,1483.87,Hatchback,3
Renault,285000,Buenos Aires,7225.81,Furgón,11
FIAT,92000,Córdoba,6774.19,Hatchback,12
Volkswagen,238000,Mendoza,12903.23,Pickup,10
Toyota,150000,Santa Fe,13225.81,Sedán,10
Volkswagen,135000,Neuquén,10322.58,Minivan,11
Volkswagen,30000,Santa Fe,12258.06,Hatchback,6
Peugeot,210000,Misiones,11612.9,Hatchback,7
Chevrolet,73000,Buenos Aires,19000.0,Pickup,11
Peugeot,37000,Ciudad Autónoma Buenos Aires,4774.19,Hatchback,4
Renault,540000,Santa Fe,19354.84,Furgón,12
Honda,120000,Ciudad Autónoma Buenos Aires,10000.0,Sedán,15
Toyota,270000,Buenos Aires,18500.0,Pickup,18
Volkswagen,183000,Buenos Aires (A.M.B.A.),15500.0,Pickup,12
Renault,168000,Santa Fe,12500.0,SUV,15
BMW,86000,Ciudad Autónoma Buenos Aires,43000.0,SUV,8
Chevrolet,107400,Santa Fe,6774.19,Sedán,12
Peugeot,17378,Ciudad Autónoma Buenos Aires,19000.0,Hatchback,4
Peugeot,112000,Buenos Aires (A.M.B.A.),11612.9,Hatchback,8
Citroën,22700,Santa Fe,15806.45,Hatchback,3
Nissan,107000,Ciudad Autónoma Buenos Aires,9677.42,Hatchback,10
Chevrolet,53465,Neuquén,15483.87,Sedán,5
Volkswagen,200000,Buenos Aires (A.M.B.A.),21000.0,Pickup,10
Volkswagen,170000,Tucumán,6967.74,Minivan,13
Toyota,170000,Buenos Aires,11900.0,Coupé,46
DS,3000,Buenos Aires (A.M.B.A.),68000.0,SUV,1
Ford,106500,Buenos Aires (A.M.B.A.),10580.0,Hatchback,9
Ford,173000,Mendoza,20645.16,Pickup,6
RAM,72500,Buenos Aires (A.M.B.A.),44193.55,Pickup,6
Nissan,130000,Santa Fe,16774.19,Sedán,6
Ford,140000,Buenos Aires (A.M.B.A.),11548.39,Hatchback,9
Peugeot,20000,Ciudad Autónoma Buenos Aires,4838.71,Hatchback,4
Volkswagen,137000,Ciudad Autónoma Buenos Aires,9390.0,Minivan,13
FIAT,176000,Buenos Aires (A.M.B.A.),28500.0,Furgón,6
Chevrolet,174000,Mendoza,5806.45,Hatchback,13
Toyota,118877,Buenos Aires (A.M.B.A.),3354.84,Sedán,10
Volkswagen,128300,Río Negro,16129.03,Sedán,7
Peugeot,71000,Ciudad Autónoma Buenos Aires,11500.0,Cabriolet,13
Toyota,45000,Córdoba,28387.1,SUV,3
Renault,85000,Buenos Aires (A.M.B.A.),9500.0,Hatchback,11
Peugeot,103400,Mendoza,11290.32,Hatchback,9
Volkswagen,10000,Ciudad Autónoma Buenos Aires,1419.35,Hatchback,3
Honda,103700,Buenos Aires,20000.0,SUV,8
Toyota,90000,Neuquén,29032.26,SUV,3
Toyota,79500,Santa Fe,12700.0,Hatchback,9
Toyota,96000,Salta,11612.9,Sedán,8
Volkswagen,68500,Ciudad Autónoma Buenos Aires,11200.0,Hatchback,9
Chery,47800,Buenos Aires,7612.9,Hatchback,8
Nissan,74000,Entre Ríos,20645.16,Pickup,7
Renault,205000,Buenos Aires (A.M.B.A.),7741.94,SUV,13
Chevrolet,112696,Buenos Aires (A.M.B.A.),3741.94,Sedán,9
KIA,120000,Buenos Aires,46000.0,Minivan,6
Jeep,59000,Buenos Aires (A.M.B.A.),16100.0,SUV,9
Renault,130000,Ciudad Autónoma Buenos Aires,9548.39,Sedán,8
Jeep,94000,Buenos Aires,17000.0,SUV,7
RAM,4500,Ciudad Autónoma Buenos Aires,34900.0,Pickup,1
FIAT,65600,Ciudad Autónoma Buenos Aires,12903.23,Sedán,5
BMW,50000,Santa Fe,27000.0,Hatchback,9
Ford,300000,Ciudad Autónoma Buenos Aires,14193.55,Pickup,12
Nissan,78000,Buenos Aires,15500.0,Sedán,5
Peugeot,124000,Buenos Aires (A.M.B.A.),4645.16,Hatchback,16
Ford,172000,Ciudad Autónoma Buenos Aires,12903.23,Pickup,12
Volkswagen,29000,Ciudad Autónoma Buenos Aires,1419.35,Hatchback,3
Mercedes,172000,Córdoba,12000.0,Sedán,17
Toyota,208000,Buenos Aires,22903.23,Pickup,10
Citroën,9000,Ciudad Autónoma Buenos Aires,19096.83,SUV,1
Chevrolet,55000,Ciudad Autónoma Buenos Aires,9000.0,Hatchback,11
Peugeot,1,Ciudad Autónoma Buenos Aires,19935.48,Furgón,0
Jeep,70000,Córdoba,17000.0,SUV,5
Peugeot,128000,Córdoba,6129.03,Hatchback,19
Jeep,33000,Buenos Aires,31500.0,SUV,3
Volkswagen,122000,Santa Fe,28709.68,Pickup,3
FIAT,89000,Chaco,7000.0,Sedán,4
Volkswagen,127000,Buenos Aires,12000.0,Sedán,13
Renault,72360,Ciudad Autónoma Buenos Aires,10967.74,SUV,10
Toyota,12000,Chaco,16451.61,Sedán,5
Ford,147000,Buenos Aires,14838.71,Pickup,10
FIAT,115840,Mendoza,7225.81,Hatchback,14
Ford,140000,Mendoza,9354.84,Sedán,12
Ford,63000,Chaco,13870.97,Sedán,10
Ford,51000,Neuquén,12903.23,Hatchback,6
Mercedes,145000,Buenos Aires,25800.0,SUV,9
FIAT,200000,Mendoza,3483.87,Hatchback,21
Peugeot,3000,Ciudad Autónoma Buenos Aires,4999.0,Clásico,48
Toyota,65523,Buenos Aires (A.M.B.A.),29032.26,SUV,2
Ford,30000,Santa Fe,74000.0,Pickup,2
FIAT,104000,Córdoba,10644.52,Hatchback,10
Volkswagen,85000,Salta,25161.29,SUV,6
Chevrolet,100000,Ciudad Autónoma Buenos Aires,11500.0,Pickup,60
Peugeot,130000,Buenos Aires,6774.19,Hatchback,12
Volkswagen,9000,Buenos Aires (A.M.B.A.),44000.0,Sedán,1
Ford,180000,Tucumán,13548.39,Pickup,14
FIAT,57000,Mendoza,7677.42,Hatchback,10
Nissan,230000,Ciudad Autónoma Buenos Aires,10500.0,SUV,24
Peugeot,112000,Buenos Aires (A.M.B.A.),8387.1,Hatchback,12
FIAT,70000,Ciudad Autónoma Buenos Aires,12903.23,SUV,7
FIAT,196800,Ciudad Autónoma Buenos Aires,5806.45,Sedán,12
Ford,29000,Neuquén,28387.1,Pickup,2
SEAT,178000,Buenos Aires,2000.0,Hatchback,24
Peugeot,179900,Misiones,3548.39,Sedán,19
Volkswagen,33900,Santa Fe,19032.26,SUV,4
Peugeot,240000,Neuquén,6451.61,Hatchback,15
Volkswagen,29900,Ciudad Autónoma Buenos Aires,1612.9,Hatchback,3
Ford,158000,Mendoza,9870.97,SUV,13
Chevrolet,405000,Buenos Aires,4516.13,Minivan,22
Toyota,205000,Buenos Aires,9677.42,Sedán,15
Renault,125000,Buenos Aires (A.M.B.A.),8516.13,Hatchback,10
Peugeot,250000,Buenos Aires (A.M.B.A.),1935.48,Hatchback,29
Peugeot,160000,Santa Fe,8064.52,Hatchback,13
Peugeot,38000,Ciudad Autónoma Buenos Aires,6774.19,Hatchback,4
Toyota,9900,Buenos Aires (A.M.B.A.),34193.55,SUV,2
Ford,89852,Mendoza,11500.0,Sedán,7
Ford,181000,Buenos Aires,6774.19,Hatchback,15
Chevrolet,113000,Córdoba,10902.58,Sedán,12
Chevrolet,67000,Buenos Aires (A.M.B.A.),14193.55,Hatchback,6
Chevrolet,40070,Ciudad Autónoma Buenos Aires,9000.0,Sedán,11
Renault,215000,Buenos Aires,4838.71,Sedán,15
Ford,83000,Ciudad Autónoma Buenos Aires,8000.0,Hatchback,15
Renault,113000,Córdoba,6774.19,Hatchback,13
Renault,101000,Jujuy,12580.65,SUV,7
Renault,114600,Buenos Aires (A.M.B.A.),15806.45,Pickup,7
Chevrolet,77000,Buenos Aires (A.M.B.A.),13870.97,Hatchback,7
Peugeot,1,Ciudad Autónoma Buenos Aires,21290.32,Hatchback,0
Peugeot,4700,Ciudad Autónoma Buenos Aires,19000.0,Hatchback,2
Volkswagen,117000,Tucumán,12258.06,Sedán,8
Peugeot,102000,Santa Fe,8903.23,Hatchback,11
Toyota,89000,Corrientes,29677.42,SUV,9
Citroën,259000,Misiones,4516.13,Minivan,17
smart,93000,Buenos Aires,14000.0,Hatchback,8
Renault,80000,Santa Fe,8064.52,Hatchback,12
FIAT,150000,Chubut,5806.45,Hatchback,13
Toyota,43000,Neuquén,29677.42,SUV,3
Honda,180000,Santa Fe,11400.0,Hatchback,14
FIAT,180000,Buenos Aires (A.M.B.A.),10000.0,Furgón,8
FIAT,142160,Córdoba,8064.52,Furgón,13
Ford,105000,Buenos Aires,11300.0,Hatchback,7
Peugeot,33000,Ciudad Autónoma Buenos Aires,7935.48,Hatchback,4
Peugeot,67000,Chaco,10645.16,Hatchback,9
FIAT,141000,Buenos Aires,7741.29,Hatchback,12
Peugeot,57500,Ciudad Autónoma Buenos Aires,12064.52,Hatchback,6
Volkswagen,14500,Ciudad Autónoma Buenos Aires,1270.97,Hatchback,2
Ford,300000,Buenos Aires (A.M.B.A.),4064.52,Hatchback,23
Peugeot,216000,Mendoza,5483.87,Hatchback,14
Chevrolet,118000,Buenos Aires,7500.0,Hatchback,10
Ford,165000,Tucumán,10322.58,Hatchback,7
Citroën,160000,Chubut,9677.42,SUV,7
Nissan,34000,Formosa,12903.23,Hatchback,7
Volkswagen,124100,Córdoba,9032.26,Hatchback,10
Peugeot,192000,Buenos Aires,7741.94,Hatchback,15
Peugeot,15000,Ciudad Autónoma Buenos Aires,11612.9,Hatchback,2
Renault,132800,Santa Fe,9677.42,SUV,12
Ford,54000,Ciudad Autónoma Buenos Aires,12500.0,SUV,10
Nissan,260000,Ciudad Autónoma Buenos Aires,7500.0,Sedán,15
FIAT,108000,Córdoba,8064.52,Sedán,11
Chevrolet,48700,Ciudad Autónoma Buenos Aires,19225.81,Hatchback,3
Toyota,46000,Córdoba,18900.0,Sedán,9
Ford,310000,Córdoba,9677.42,Pickup,21
Audi,87000,Buenos Aires,42800.0,SUV,8
Peugeot,241000,Ciudad Autónoma Buenos Aires,10806.45,Furgón,9
Peugeot,21900,Santa Fe,18064.52,Hatchback,2
Renault,63000,Chubut,9677.42,Hatchback,8
FIAT,190000,Ciudad Autónoma Buenos Aires,9483.87,Sedán,7
Volkswagen,17000,Ciudad Autónoma Buenos Aires,1483.87,Hatchback,2
Volkswagen,144500,Buenos Aires,10900.0,Minivan,12
Volkswagen,125000,Ciudad Autónoma Buenos Aires,14000.0,Sedán,13
Ford,112000,Buenos Aires (A.M.B.A.),14516.13,Hatchback,9
Renault,150000,Buenos Aires (A.M.B.A.),47000.0,Furgón,14
Volkswagen,25000,Ciudad Autónoma Buenos Aires,1419.35,Hatchback,3
Volkswagen,11000,Ciudad Autónoma Buenos Aires,1419.35,Hatchback,3
Ford,146400,Córdoba,9032.26,SUV,12
Chevrolet,82200,San Juan,11032.26,Sedán,7
Volkswagen,120000,Santa Fe,7500.0,Hatchback,14
FIAT,130000,Buenos Aires,3870.97,Hatchback,18
Ford,90327,San Luis,9032.26,SUV,12
Ford,170000,Buenos Aires (A.M.B.A.),2451.61,Wagon,27
Chevrolet,82320,Buenos Aires (A.M.B.A.),3741.94,Hatchback,8
FIAT,110000,Ciudad Autónoma Buenos Aires,3500.0,Clásico,34
Geely,77590,Buenos Aires (A.M.B.A.),2193.55,Hatchback,9
Toyota,133000,Córdoba,12258.06,Sedán,11
Chevrolet,133000,Buenos Aires,5161.29,Hatchback,16
Ford,30000,Buenos Aires (A.M.B.A.),33548.39,Pickup,2
FIAT,49600,Santa Fe,12516.13,Sedán,5
Peugeot,8000,Ciudad Autónoma Buenos Aires,8709.68,SUV,2
Nissan,117800,Córdoba,11290.32,Hatchback,9
FIAT,154000,Buenos Aires (A.M.B.A.),10774.19,Hatchback,9
Renault,187000,Mendoza,8709.68,SUV,13
Volkswagen,8000,Ciudad Autónoma Buenos Aires,1451.61,Hatchback,2
Peugeot,4200,Ciudad Autónoma Buenos Aires,9677.42,Hatchback,1
Volkswagen,24000,Ciudad Autónoma Buenos Aires,1419.35,Hatchback,3
Chevrolet,160000,Buenos Aires (A.M.B.A.),8064.52,Sedán,13
Volkswagen,170000,Santa Fe,3870.97,Hatchback,22
Volkswagen,9400,Ciudad Autónoma Buenos Aires,1548.39,Hatchback,2
Mercedes,48000,Ciudad Autónoma Buenos Aires,39000.0,Hatchback,7
Chevrolet,78000,Buenos Aires,13400.0,Sedán,6
Chevrolet,90000,Buenos Aires (A.M.B.A.),11935.48,Hatchback,7
FIAT,131600,Córdoba,10967.74,Furgón,7
Renault,99000,Neuquén,15161.29,SUV,7
Volkswagen,12000,Ciudad Autónoma Buenos Aires,1516.13,Hatchback,2
Toyota,16500,Ciudad Autónoma Buenos Aires,24000.0,Hatchback,4
Volkswagen,69000,Córdoba,10967.74,Minivan,10
Volkswagen,114000,Ciudad Autónoma Buenos Aires,17000.0,Sedán,9
Volkswagen,152000,Ciudad Autónoma Buenos Aires,14500.0,Sedán,12
Peugeot,175000,Buenos Aires (A.M.B.A.),7000.0,Clásico,25
Toyota,118000,Buenos Aires,17500.0,Sedán,9
Haval,1,Córdoba,35500.0,SUV,1
Honda,170000,Buenos Aires (A.M.B.A.),4516.13,Hatchback,20
FIAT,238000,Buenos Aires (A.M.B.A.),4193.55,Sedán,14
Honda,128000,Neuquén,15483.87,SUV,10
Toyota,168000,Ciudad Autónoma Buenos Aires,8709.68,Sedán,11
Ford,213000,Buenos Aires (A.M.B.A.),9500.0,Pickup,22
Volkswagen,20000,Ciudad Autónoma Buenos Aires,1419.35,Hatchback,3
Chevrolet,136800,Buenos Aires (A.M.B.A.),8374.19,Minivan,13
Volkswagen,167000,Corrientes,9032.26,Sedán,18
Volkswagen,7500,Ciudad Autónoma Buenos Aires,1483.87,Hatchback,2
Peugeot,46000,Ciudad Autónoma Buenos Aires,6580.65,Hatchback,5
Peugeot,55960,Buenos Aires (A.M.B.A.),8903.23,Hatchback,9
Peugeot,98000,Ciudad Autónoma Buenos Aires,7500.0,Hatchback,13
Volkswagen,124000,Buenos Aires (A.M.B.A.),10645.16,Hatchback,7
Renault,154000,Buenos Aires,11935.48,SUV,9
Toyota,21000,Mendoza,31612.9,Sedán,2
Ford,60000,Córdoba,11935.48,Hatchback,9
Renault,190000,Ciudad Autónoma Buenos Aires,6774.19,SUV,15
Toyota,202200,Córdoba,33000.0,Pickup,9
Peugeot,130000,Buenos Aires,6322.58,Hatchback,14
Citroën,109029,Buenos Aires (A.M.B.A.),3548.39,Hatchback,10
Toyota,130000,Buenos Aires (A.M.B.A.),14800.0,Sedán,11
Peugeot,76500,Córdoba,11161.29,Hatchback,9
Peugeot,57000,Ciudad Autónoma Buenos Aires,4838.71,Hatchback,7
BAIC,8000,Buenos Aires,34800.0,SUV,1
Peugeot,96600,Misiones,6645.16,Sedán,12
Chevrolet,100000,Ciudad Autónoma Buenos Aires,7096.77,Hatchback,12
Lifan,120000,Buenos Aires,11600.0,Hatchback,9
FIAT,77000,Chaco,10322.58,Pickup,9
Volkswagen,7000,Ciudad Autónoma Buenos Aires,1419.35,Hatchback,3
Peugeot,139500,Buenos Aires (A.M.B.A.),8387.1,Sedán,10
Toyota,36300,Chaco,13548.39,Sedán,7
Ford,240000,Misiones,13225.81,Pickup,13
Chevrolet,128000,San Luis,8387.1,Sedán,10
Ford,120000,Entre Ríos,11290.32,Hatchback,11
Citroën,30600,Ciudad Autónoma Buenos Aires,14838.71,SUV,4
Chevrolet,126000,San Luis,6774.19,Hatchback,13
Ford,90000,Buenos Aires (A.M.B.A.),24516.13,Pickup,4
Ford,51400,Buenos Aires (A.M.B.A.),3032.26,Hatchback,30
Chevrolet,350000,Buenos Aires (A.M.B.A.),18000.0,SUV,3
Ford,102800,Ciudad Autónoma Buenos Aires,13000.0,Hatchback,7
Chevrolet,279000,Buenos Aires,5500.0,Minivan,20
Toyota,136000,Salta,40000.0,SUV,5
Hyundai,223800,Santa Fe,16129.03,SUV,10
Renault,77000,Buenos Aires (A.M.B.A.),11500.0,Hatchback,8
Honda,186000,Buenos Aires (A.M.B.A.),8500.0,Hatchback,18
Chevrolet,198900,Santa Cruz,9677.42,Pickup,13
Citroën,145000,Ciudad Autónoma Buenos Aires,8300.0,Hatchback,14
Peugeot,132700,Santiago del Estero,7741.94,Hatchback,11
Peugeot,86000,Córdoba,14128.39,SUV,10
Peugeot,190000,Corrientes,7096.77,Hatchback,14
Volkswagen,9000,Ciudad Autónoma Buenos Aires,1548.39,Hatchback,2
Toyota,98000,Mendoza,16451.61,Sedán,9
Peugeot,221000,Tucumán,7741.94,Sedán,13
Chevrolet,146560,Ciudad Autónoma Buenos Aires,7500.0,Sedán,12
Volkswagen,180000,Santa Fe,9354.84,Sedán,14
Chevrolet,140000,Buenos Aires (A.M.B.A.),11290.32,Minivan,9
Toyota,15000,Buenos Aires (A.M.B.A.),33000.0,SUV,1
Peugeot,91000,Córdoba,10258.06,Hatchback,9
Ford,112000,Ciudad Autónoma Buenos Aires,6451.61,SUV,15
Volkswagen,67000,Buenos Aires (A.M.B.A.),11950.0,Sedán,12
Toyota,79000,Mendoza,20000.0,Sedán,6
Toyota,193100,Buenos Aires (A.M.B.A.),9100.0,Sedán,17
Volkswagen,115900,Buenos Aires (A.M.B.A.),7990.0,Hatchback,13
Ford,38400,Buenos Aires,15483.87,SUV,6
Volkswagen,166000,Neuquén,20967.74,Pickup,9
Peugeot,170000,Tucumán,2580.65,Hatchback,21
Renault,178000,Ciudad Autónoma Buenos Aires,6967.74,Hatchback,12
Volkswagen,228000,Buenos Aires (A.M.B.A.),5161.29,Hatchback,18
FIAT,134000,Córdoba,11935.48,Sedán,5
Ford,116000,Córdoba,24516.13,Pickup,4
Peugeot,43000,Ciudad Autónoma Buenos Aires,9032.26,Hatchback,8
Renault,50000,Santa Fe,7500.0,Hatchback,13
Toyota,74000,Ciudad Autónoma Buenos Aires,21612.9,Sedán,6
FIAT,360000,Buenos Aires (A.M.B.A.),4335.48,Sedán,17
Ford,18000,Mendoza,26967.74,Pickup,1
Alfa Romeo,66000,Ciudad Autónoma Buenos Aires,42900.0,SUV,7
Renault,105600,Río Negro,8709.68,Sedán,11
Ford,130800,Córdoba,10000.0,SUV,9
Chevrolet,54000,Buenos Aires (A.M.B.A.),9677.42,Sedán,9
Peugeot,23000,Buenos Aires (A.M.B.A.),8064.52,Hatchback,4
Peugeot,65000,Córdoba,11612.9,Hatchback,9
Chevrolet,90000,Buenos Aires,10000.0,Hatchback,12
Mercedes,300000,La Pampa,15000.0,Minivan,20
Volkswagen,149000,San Luis,19870.97,Sedán,9
Toyota,62000,Buenos Aires (A.M.B.A.),14193.55,Sedán,11
Volkswagen,95560,Córdoba,6500.0,Hatchback,18
