marca,modelo,anio,km,precio,moneda,ciudad,provincia
Volkswagen,Fox,2009,255000,7000000.0,ARS,Los Corralitos,Mendoza
Chevrolet,Prisma,2016,25000,12000.0,USD,Monserrat,Ciudad Autónoma Buenos Aires
FIAT,Argo,2018,85000,17500000.0,ARS,Monserrat,Ciudad Autónoma Buenos Aires
Renault,Clio Mío,2013,125000,7500.0,USD,Monserrat,Ciudad Autónoma Buenos Aires
Peugeot,Partner,2015,140000,16500000.0,ARS,Villa Ciudad Parque Los Reartes,Córdoba
Renault,Logan,2010,209000,8000000.0,ARS,Rosario,Santa Fe
Peugeot,Partner Patagónica,2017,167000,19500000.0,ARS,Avellaneda,Buenos Aires (A.M.B.A.)
Citroën,C3,2007,105000,8000000.0,ARS,Merlo,Buenos Aires (A.M.B.A.)
Peugeot,308,2022,50000,26900000.0,ARS,La Plata,Buenos Aires
Renault,Master,2011,295000,17900.0,USD,Lomas De Zamora,Buenos Aires (A.M.B.A.)
Ford,Ranger,2014,109000,24500000.0,ARS,La Tablada,Buenos Aires (A.M.B.A.)
Volkswagen,Gol,2006,175000,9000000.0,ARS,Guaymallén,Mendoza
Renault,Logan,2018,90000,14800000.0,ARS,Guaymallén,Mendoza
Toyota,Corolla Hybrid,2024,2100,31500.0,USD,Caballito,Ciudad Autónoma Buenos Aires
Ford,Ranger,2021,101471,43000.0,USD,Escobar,Buenos Aires (A.M.B.A.)
FIAT,Strada Working,2016,104946,17500000.0,ARS,San Luis,San Luis
FIAT,Siena,2013,173000,11200000.0,ARS,Ayacucho,Buenos Aires
FIAT,Palio,2012,165000,9500000.0,ARS,Rosario,Santa Fe
Volkswagen,Suran,2014,190000,13800000.0,ARS,Bahía Blanca,Buenos Aires
Jeep,Compass,2018,62000,30000000.0,ARS,Rosario,Santa Fe
Ford,Ka,2010,185000,9000000.0,ARS,Neuquén,Neuquén
Peugeot,2008,2018,65000,13000.0,USD,Belgrano,Ciudad Autónoma Buenos Aires
FIAT,Mobi,2021,49000,17000000.0,ARS,Moron,Buenos Aires (A.M.B.A.)
Peugeot,208,2020,60000,9500000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Renault,Clio Mío,2015,57000,15000000.0,ARS,Nogoya,Entre Ríos
Volkswagen,Vento,2011,177000,12000.0,USD,Concordia,Entre Ríos
FIAT,Uno,2014,16000,9900.0,USD,La Plata,Buenos Aires
Ford,EcoSport,2018,82000,20000000.0,ARS,Villa Carlos Paz,Córdoba
Toyota,Hilux,2019,170000,41000000.0,ARS,Dolores,Buenos Aires
Chevrolet,Cruze,2022,93000,24500000.0,ARS,Córdoba,Córdoba
BMW,X5,2017,142500,47900.0,USD,Los Troncos Del Talar,Buenos Aires (A.M.B.A.)
Peugeot,Partner,2021,57000,8000000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Peugeot,2008,2020,45000,9500000.0,ARS,Almagro,Ciudad Autónoma Buenos Aires
Peugeot,208,2020,46000,8100000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Renault,Duster,2013,264000,12000000.0,ARS,La Plata,Buenos Aires
FIAT,500,2012,123969,14900000.0,ARS,Córdoba,Córdoba
Jeep,Renegade,2021,109000,29900000.0,ARS,Neuquén,Neuquén
Peugeot,407,2010,160000,10000.0,USD,Mar del Plata,Buenos Aires
Peugeot,2008,2020,132000,20600000.0,ARS,San Miguel,Buenos Aires (A.M.B.A.)
Chevrolet,Cruze,2018,78000,22050000.0,ARS,Cañuelas,Buenos Aires
Ford,Fiesta Kinetic,2014,70100,9990.0,USD,Flores,Ciudad Autónoma Buenos Aires
Volkswagen,Nivus,2022,64500,25000000.0,ARS,Mendoza,Mendoza
Peugeot,208,2018,45000,9500000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Volkswagen,Gol,2008,113000,8100000.0,ARS,Las Heras,Mendoza
Ford,Mondeo,2016,145300,17900.0,USD,Villa Urquiza,Ciudad Autónoma Buenos Aires
Peugeot,208,2020,43000,6000000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Peugeot,208,2023,12000,9000000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Chevrolet,S 10,2018,245000,26200000.0,ARS,Bahía Blanca,Buenos Aires
Peugeot,208,2014,90000,15000000.0,ARS,Martín Coronado,Buenos Aires
Volkswagen,Amarok,2021,127533,35800000.0,ARS,San Francisco,Córdoba
FIAT,Cronos,2022,23512,23800000.0,ARS,Santo Tome,Santa Fe
Peugeot,408,2012,116000,8000000.0,ARS,Beccar,Buenos Aires (A.M.B.A.)
Peugeot,2008,2020,43000,26360000.0,ARS,Cañuelas,Buenos Aires
Ford,Ka,2017,74000,15000000.0,ARS,Lujan de Cuyo,Mendoza
Citroën,C3,2013,183569,7500000.0,ARS,Zárate,Buenos Aires
Suzuki,Fun,2009,85000,8400000.0,ARS,Flores,Ciudad Autónoma Buenos Aires
Honda,CR-V,2012,160000,18900.0,USD,Wilde,Buenos Aires (A.M.B.A.)
Chevrolet,Onix,2018,80000,16000000.0,ARS,Posadas,Misiones
Volkswagen,Suran,2018,121000,17000000.0,ARS,Moreno,Buenos Aires (A.M.B.A.)
Volkswagen,Vento,2017,167500,20000000.0,ARS,Salta,Salta
Renault,Kangoo Express,2012,170000,9000000.0,ARS,Maipu,Mendoza
Renault,Kardian,2025,3700,31000000.0,ARS,Belgrano,Ciudad Autónoma Buenos Aires
Toyota,Corolla,2012,142000,13700.0,USD,Zárate,Buenos Aires
Renault,Kangoo,2019,135000,21500000.0,ARS,Neuquén,Neuquén
Ford,EcoSport,2022,88000,23000000.0,ARS,General Fernández Oro,Río Negro
Citroën,C3 Aircross,2013,145000,12900000.0,ARS,Berazategui,Buenos Aires (A.M.B.A.)
Renault,Sandero,2019,135000,14500000.0,ARS,Resistencia,Chaco
Ford,Fiesta Kinetic,2017,83000,7652000.0,ARS,Presidencia Roque Saenz Pena,Chaco
Chevrolet,Classic,2013,104000,10000000.0,ARS,San Martin,Buenos Aires (A.M.B.A.)
Chevrolet,Agile,2012,158000,8500000.0,ARS,Córdoba,Córdoba
Peugeot,Expert,2022,56000,15000000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Volkswagen,up!,2015,61300,14800000.0,ARS,Chacras de Coria,Mendoza
Peugeot,2008,2022,24000,10000000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Peugeot,208,2018,45000,9000000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Chevrolet,S 10,2023,56000,45000.0,USD,Villa Alsina,Buenos Aires
Volkswagen,Gol,2011,200000,800000.0,ARS,Guaymallén,Mendoza
Toyota,Hilux,2024,11677,50000.0,USD,Parana,Entre Ríos
DS,7 Crossback,2019,84000,30000000.0,ARS,San Lorenzo,Santa Fe
Chevrolet,Prisma Joy,2018,140000,13000000.0,ARS,Villa Adelina,Buenos Aires (A.M.B.A.)
Chevrolet,Cruze,2018,48000,17000.0,USD,Caballito,Ciudad Autónoma Buenos Aires
Renault,Duster Oroch,2020,130000,16000.0,USD,Villa Bosch,Buenos Aires (A.M.B.A.)
Peugeot,208,2022,49000,22000000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Honda,Fit,2008,170000,8000.0,USD,Rosario,Santa Fe
Peugeot,208,2023,10200,25800000.0,ARS,Ensenada,Buenos Aires
Toyota,Corolla Cross Hybrid,2021,79000,27500.0,USD,Vicente Lopez,Buenos Aires (A.M.B.A.)
Chevrolet,Cobalt,2013,133000,12000000.0,ARS,Flores,Ciudad Autónoma Buenos Aires
Jeep,Grand Cherokee,2016,115047,33500.0,USD,Córdoba,Córdoba
Peugeot,308,2013,85000,11000.0,USD,Villa Urquiza,Ciudad Autónoma Buenos Aires
FIAT,Toro,2018,235000,21000000.0,ARS,Luján,Buenos Aires
KIA,Sportage,2018,161340,25000.0,USD,Córdoba,Córdoba
Volkswagen,Polo 5P,2023,28000,2200000.0,ARS,Palermo,Ciudad Autónoma Buenos Aires
Citroën,C4 Cactus,2020,99000,22500000.0,ARS,Godoy Cruz,Mendoza
FIAT,Toro,2022,72000,36000000.0,ARS,Concepción,Tucumán
Renault,Kangoo,2021,110000,28500000.0,ARS,Coronel Brandsen,Buenos Aires
Toyota,Etios Hatchback,2014,127000,13000.0,USD,Moron,Buenos Aires (A.M.B.A.)
Peugeot,2008,2020,98000,22500000.0,ARS,Monte Castro,Ciudad Autónoma Buenos Aires
DS,3,2019,94000,22500000.0,ARS,Rosario,Santa Fe
Peugeot,208,2023,29000,23900000.0,ARS,Salta,Salta
Toyota,Etios Sedán,2019,169000,17500000.0,ARS,Pilar,Buenos Aires (A.M.B.A.)
Volkswagen,Taos,2023,43000,43000000.0,ARS,Córdoba,Córdoba
Toyota,Hilux,2017,42000,42000000.0,ARS,Resistencia,Chaco
Peugeot,2008,2019,1,13000.0,USD,Avellaneda,Santa Fe
Toyota,Hilux,2014,143000,25000.0,USD,Monserrat,Ciudad Autónoma Buenos Aires
Nissan,Kicks,2018,108000,26900000.0,ARS,San Francisco,Córdoba
FIAT,Punto,2012,196000,7800000.0,ARS,Avellaneda,Buenos Aires (A.M.B.A.)
Volkswagen,Polo 5P,2023,25000,2300000.0,ARS,Palermo,Ciudad Autónoma Buenos Aires
Renault,Kangoo,2015,285000,11200000.0,ARS,San Nicolás de los Arroyos,Buenos Aires
FIAT,Palio Fire,2014,92000,10500000.0,ARS,Villa Maria,Córdoba
Volkswagen,Amarok,2016,238000,20000000.0,ARS,San Rafael,Mendoza
Toyota,Corolla,2016,150000,20500000.0,ARS,Rosario,Santa Fe
Volkswagen,Suran,2015,135000,16000000.0,ARS,Neuquén,Neuquén
Volkswagen,Gol Trend,2020,30000,19000000.0,ARS,Rosario,Santa Fe
Peugeot,308,2019,210000,18000000.0,ARS,Leandro N. Alem,Misiones
Chevrolet,S 10,2015,73000,19000.0,USD,San Nicolás de los Arroyos,Buenos Aires
Peugeot,208,2022,37000,7400000.0,ARS,Almagro,Ciudad Autónoma Buenos Aires
Renault,Master,2014,540000,30000000.0,ARS,Rosario,Santa Fe
Honda,City,2011,120000,10000.0,USD,San Nicolás,Ciudad Autónoma Buenos Aires
Toyota,Hilux,2008,270000,18500.0,USD,Necochea,Buenos Aires
Volkswagen,Amarok,2014,183000,15500.0,USD,Vicente Lopez,Buenos Aires (A.M.B.A.)
Renault,Koleos,2011,168000,12500.0,USD,Casilda,Santa Fe
BMW,X4,2018,86000,43000.0,USD,Villa Devoto,Ciudad Autónoma Buenos Aires
Chevrolet,Classic,2014,107400,10500000.0,ARS,Rosario,Santa Fe
Peugeot,208,2022,17378,19000.0,USD,Belgrano,Ciudad Autónoma Buenos Aires
Peugeot,308,2018,112000,18000000.0,ARS,Adrogue,Buenos Aires (A.M.B.A.)
Citroën,C3,2023,22700,24500000.0,ARS,Santo Tome,Santa Fe
Nissan,Note,2016,107000,15000000.0,ARS,Monte Castro,Ciudad Autónoma Buenos Aires
Chevrolet,Cruze,2021,53465,24000000.0,ARS,Neuquén,Neuquén
Volkswagen,Amarok,2016,200000,21000.0,USD,San Miguel,Buenos Aires (A.M.B.A.)
Volkswagen,Suran,2013,170000,10800000.0,ARS,Yerba Buena - Marcos Paz,Tucumán
Toyota,Celica,1980,170000,11900.0,USD,Colón,Buenos Aires
DS,7 E-Tense,2025,3000,68000.0,USD,Pilar,Buenos Aires (A.M.B.A.)
Ford,Fiesta Kinetic,2017,106500,10580.0,USD,Vicente Lopez,Buenos Aires (A.M.B.A.)
Ford,Ranger,2020,173000,32000000.0,ARS,Guaymallén,Mendoza
RAM,1500,2020,72500,68500000.0,ARS,San Isidro,Buenos Aires (A.M.B.A.)
Nissan,Sentra,2020,130000,26000000.0,ARS,San Jorge,Santa Fe
Ford,Focus,2017,140000,17900000.0,ARS,Villa Adelina,Buenos Aires (A.M.B.A.)
Peugeot,208,2022,20000,7500000.0,ARS,Almagro,Ciudad Autónoma Buenos Aires
Volkswagen,Suran,2013,137000,9390.0,USD,Boedo,Ciudad Autónoma Buenos Aires
FIAT,Ducato,2020,176000,28500.0,USD,Bernal Oeste,Buenos Aires (A.M.B.A.)
Chevrolet,Celta,2013,174000,9000000.0,ARS,Villa Nueva,Mendoza
Toyota,Etios Sedán,2016,118877,5200000.0,ARS,Ituzaingo,Buenos Aires (A.M.B.A.)
Volkswagen,Virtus,2019,128300,25000000.0,ARS,San Carlos de Bariloche,Río Negro
Peugeot,308 CC,2013,71000,11500.0,USD,Barracas,Ciudad Autónoma Buenos Aires
Ford,Fiesta,1997,120000,1200000.0,ARS,Mar del Plata,Buenos Aires
Toyota,Corolla Cross,2023,45000,44000000.0,ARS,Córdoba,Córdoba
Renault,Clio Mío,2015,85000,9500.0,USD,Lanus,Buenos Aires (A.M.B.A.)
Peugeot,308,2017,103400,17500000.0,ARS,Las Heras,Mendoza
Volkswagen,Polo 5P,2023,10000,2200000.0,ARS,Palermo,Ciudad Autónoma Buenos Aires
Honda,HR-V,2018,103700,20000.0,USD,La Plata,Buenos Aires
Toyota,Corolla Cross,2023,90000,45000000.0,ARS,Neuquén,Neuquén
Toyota,Etios Hatchback,2017,79500,12700.0,USD,Reconquista,Santa Fe
Toyota,Etios Sedán,2018,96000,18000000.0,ARS,Joaquín V. González,Salta
Volkswagen,Gol Trend,2017,68500,11200.0,USD,Monserrat,Ciudad Autónoma Buenos Aires
Chery,QQ,2018,47800,11800000.0,ARS,Bahía Blanca,Buenos Aires
Nissan,Frontier,2019,74000,32000000.0,ARS,Oro Verde,Entre Ríos
Renault,Duster,2013,205000,12000000.0,ARS,Lomas De Zamora,Buenos Aires (A.M.B.A.)
Chevrolet,Cruze,2017,112696,5800000.0,ARS,Ituzaingo,Buenos Aires (A.M.B.A.)
KIA,Carnival,2020,120000,46000.0,USD,San Nicolás de los Arroyos,Buenos Aires
Jeep,Renegade,2017,59000,16100.0,USD,Bernal,Buenos Aires (A.M.B.A.)
Renault,Logan,2018,130000,14800000.0,ARS,Villa Urquiza,Ciudad Autónoma Buenos Aires
Jeep,Renegade,2019,94000,17000.0,USD,La Plata,Buenos Aires
RAM,Rampage,2025,4500,34900.0,USD,Palermo,Ciudad Autónoma Buenos Aires
FIAT,Cronos,2021,65600,20000000.0,ARS,Recoleta,Ciudad Autónoma Buenos Aires
BMW,Serie 1,2017,50000,27000.0,USD,Rosario,Santa Fe
Ford,Ranger,2014,300000,22000000.0,ARS,Chacarita,Ciudad Autónoma Buenos Aires
Nissan,Versa,2021,78000,15500.0,USD,Bahía Blanca,Buenos Aires
Peugeot,207 Compact,2010,124000,7200000.0,ARS,Vicente Lopez,Buenos Aires (A.M.B.A.)
Ford,Ranger,2014,172000,20000000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Volkswagen,Polo 5P,2023,29000,2200000.0,ARS,Palermo,Ciudad Autónoma Buenos Aires
Mercedes,Clase C Sedán,2009,172000,12000.0,USD,Córdoba,Córdoba
Toyota,Hilux,2016,208000,35500000.0,ARS,Tandil,Buenos Aires
Citroën,C3 Aircross,2025,9000,29600080.0,ARS,Monte Castro,Ciudad Autónoma Buenos Aires
Chevrolet,Onix,2015,55000,9000.0,USD,Monte Castro,Ciudad Autónoma Buenos Aires
Peugeot,Partner,2026,1,30900000.0,ARS,Colegiales,Ciudad Autónoma Buenos Aires
Jeep,Renegade,2021,70000,17000.0,USD,Villa De Las Rosas,Córdoba
Peugeot,206,2007,128000,9500000.0,ARS,Las Varillas,Córdoba
Renault,Duster,2012,100,11100.0,USD,Tandil,Buenos Aires
Jeep,Compass,2023,33000,31500.0,USD,La Plata,Buenos Aires
Volkswagen,Amarok,2023,122000,44500000.0,ARS,Rosario,Santa Fe
FIAT,Cronos,2022,89000,7000.0,USD,Barranqueras,Chaco
Volkswagen,Bora,2013,127000,12000.0,USD,Mar del Plata,Buenos Aires
Renault,Duster,2016,72360,17000000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Toyota,Yaris Sedán,2021,12000,25500000.0,ARS,Resistencia,Chaco
Ford,Ranger,2016,147000,23000000.0,ARS,Pehuajó,Buenos Aires
FIAT,Palio,2012,115840,11200000.0,ARS,Guaymallén,Mendoza
Ford,Fiesta Kinetic Sedán,2014,140000,14500000.0,ARS,Lujan de Cuyo,Mendoza
Ford,Focus Sedán,2016,63000,21500000.0,ARS,Resistencia,Chaco
Ford,Ka,2020,51000,20000000.0,ARS,Neuquén,Neuquén
Mercedes,Clase GLA,2017,145000,25800.0,USD,La Plata,Buenos Aires
FIAT,Palio,2005,200000,5400000.0,ARS,El Challao,Mendoza
Peugeot,404,1978,3000,4999.0,USD,Palermo,Ciudad Autónoma Buenos Aires
Toyota,Corolla Cross,2024,65523,45000000.0,ARS,San Miguel,Buenos Aires (A.M.B.A.)
Ford,Ranger Raptor,2024,30000,74000.0,USD,Rosario,Santa Fe
FIAT,Punto,2016,104000,16499000.0,ARS,Córdoba,Córdoba
Volkswagen,Tiguan,2020,85000,39000000.0,ARS,Salta,Salta
Chevrolet,Apache,1966,100000,11500.0,USD,Nuñez,Ciudad Autónoma Buenos Aires
Peugeot,207 Compact,2014,130000,10500000.0,ARS,Trenque Lauquen,Buenos Aires
Volkswagen,Vento GLI,2025,9000,44000.0,USD,Castelar,Buenos Aires (A.M.B.A.)
Ford,Ranger,2012,180000,21000000.0,ARS,San Miguel de Tucumán,Tucumán
FIAT,Palio Fire,2016,57000,11900000.0,ARS,Las Heras,Mendoza
Nissan,Terrano II,2002,230000,10500.0,USD,Mataderos,Ciudad Autónoma Buenos Aires
Peugeot,208,2014,112000,13000000.0,ARS,San Isidro,Buenos Aires (A.M.B.A.)
FIAT,500X,2019,70000,20000000.0,ARS,Balvanera,Ciudad Autónoma Buenos Aires
FIAT,Grand Siena,2014,196800,9000000.0,ARS,Villa Urquiza,Ciudad Autónoma Buenos Aires
Ford,Maverick,2024,29000,44000000.0,ARS,Neuquén,Neuquén
SEAT,Ibiza,2002,178000,2000.0,USD,La Plata,Buenos Aires
Peugeot,307 Sedán,2007,179900,5500000.0,ARS,Eldorado,Misiones
Volkswagen,Nivus,2022,33900,29500000.0,ARS,Arroyo Seco,Santa Fe
Peugeot,207 Compact,2011,240000,10000000.0,ARS,Neuquén,Neuquén
Volkswagen,Polo 5P,2023,29900,2500000.0,ARS,Palermo,Ciudad Autónoma Buenos Aires
Ford,EcoSport,2013,158000,15300000.0,ARS,Mendoza,Mendoza
Chevrolet,Zafira,2004,405000,7000000.0,ARS,San Vicente,Buenos Aires
Toyota,Corolla,2011,205000,15000000.0,ARS,Mar del Plata,Buenos Aires
Renault,Clio Mío,2016,125000,13200000.0,ARS,Bernal,Buenos Aires (A.M.B.A.)
Peugeot,205,1997,250000,3000000.0,ARS,Lanus,Buenos Aires (A.M.B.A.)
Peugeot,208,2013,160000,12500000.0,ARS,Rosario,Santa Fe
Peugeot,208,2022,38000,10500000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Toyota,Corolla Cross,2024,9900,53000000.0,ARS,Quilmes,Buenos Aires (A.M.B.A.)
Ford,Ka +,2019,89852,11500.0,USD,Las Heras,Mendoza
Ford,Ka,2011,181000,10500000.0,ARS,Azul,Buenos Aires
Chevrolet,Cruze,2014,113000,16899000.0,ARS,Córdoba,Córdoba
Chevrolet,Onix,2020,67000,22000000.0,ARS,Remedios de Escalada,Buenos Aires (A.M.B.A.)
Chevrolet,Classic,2015,40070,9000.0,USD,Caballito,Ciudad Autónoma Buenos Aires
Renault,Symbol,2011,215000,7500000.0,ARS,La Plata,Buenos Aires
Ford,Fiesta Kinetic,2011,83000,12400000.0,ARS,Parque Avellaneda,Ciudad Autónoma Buenos Aires
Renault,Clio Mío,2013,113000,10500000.0,ARS,Córdoba,Córdoba
Renault,Duster,2019,101000,19500000.0,ARS,San Salvador de Jujuy,Jujuy
Renault,Duster Oroch,2019,114600,24500000.0,ARS,Lomas De Zamora,Buenos Aires (A.M.B.A.)
Chevrolet,Cruze 5,2019,77000,21500000.0,ARS,Castelar,Buenos Aires (A.M.B.A.)
Peugeot,208,2026,1,33000000.0,ARS,Colegiales,Ciudad Autónoma Buenos Aires
Peugeot,208,2024,4700,19000.0,USD,Recoleta,Ciudad Autónoma Buenos Aires
Volkswagen,Virtus,2018,117000,19000000.0,ARS,Tafi Viejo,Tucumán
Peugeot,308,2015,102000,13800000.0,ARS,Rosario,Santa Fe
Toyota,SW4,2017,89000,46000000.0,ARS,Corrientes,Corrientes
Citroën,Xsara Picasso,2009,259000,7000000.0,ARS,Posadas,Misiones
smart,Forfour,2018,93000,14000.0,USD,Los Cardales,Buenos Aires
Renault,Clio Mío,2014,80000,12500000.0,ARS,Santa Fe,Santa Fe
FIAT,Palio,2013,150000,9000000.0,ARS,Comodoro Rivadavia,Chubut
Toyota,Corolla Cross,2023,43000,46000000.0,ARS,Neuquén,Neuquén
Honda,Fit,2012,180000,11400.0,USD,Santa Fe,Santa Fe
FIAT,Dobló Cargo,2018,180000,10000.0,USD,Lanus,Buenos Aires (A.M.B.A.)
FIAT,Qubo,2013,142160,12500000.0,ARS,Córdoba,Córdoba
Ford,F-150 Raptor,2025,12000,110000.0,USD,Rosario,Santa Fe
Ford,Ka,2019,105000,11300.0,USD,La Plata,Buenos Aires
Peugeot,208,2022,33000,12300000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Peugeot,308,2017,67000,16500000.0,ARS,Resistencia,Chaco
FIAT,Palio,2014,141000,11999000.0,ARS,Barrio Saavedra,Buenos Aires
Peugeot,208,2020,57500,18700000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Volkswagen,Polo 5P,2024,14500,1970000.0,ARS,Palermo,Ciudad Autónoma Buenos Aires
Ford,Fiesta,2003,300000,6300000.0,ARS,Moron,Buenos Aires (A.M.B.A.)
Peugeot,207 Compact,2012,216000,8500000.0,ARS,Mendoza,Mendoza
Chevrolet,Corsa Classic,2016,118000,7500.0,USD,Mar del Plata,Buenos Aires
Ford,Ka,2019,165000,16000000.0,ARS,Yerba Buena - Marcos Paz,Tucumán
Citroën,C3 Aircross,2019,160000,15000000.0,ARS,Comodoro Rivadavia,Chubut
Nissan,Note,2019,34000,20000000.0,ARS,Formosa,Formosa
Volkswagen,Gol Trend,2016,124100,14000000.0,ARS,Córdoba,Córdoba
Peugeot,307,2011,192000,12000000.0,ARS,Azul,Buenos Aires
Peugeot,208,2024,15000,18000000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Renault,Duster,2014,132800,15000000.0,ARS,Rosario,Santa Fe
Ford,EcoSport,2016,54000,12500.0,USD,Caballito,Ciudad Autónoma Buenos Aires
Nissan,Sentra,2011,260000,7500.0,USD,Villa Del Parque,Ciudad Autónoma Buenos Aires
FIAT,Siena,2015,108000,12500000.0,ARS,Córdoba,Córdoba
Chevrolet,Cruze 5,2023,48700,29800000.0,ARS,Mataderos,Ciudad Autónoma Buenos Aires
Toyota,Corolla,2017,46000,18900.0,USD,Villa General Belgrano,Córdoba
Ford,Ranger,2005,310000,15000000.0,ARS,Villa Carlos Paz,Córdoba
Audi,Q5,2018,87000,42800.0,USD,Ayacucho,Buenos Aires
Peugeot,Partner Patagónica,2017,241000,16750000.0,ARS,Agronomía,Ciudad Autónoma Buenos Aires
Peugeot,208,2024,21900,28000000.0,ARS,Cañada de Gomez,Santa Fe
Renault,Sandero,2018,63000,15000000.0,ARS,Comodoro Rivadavia,Chubut
FIAT,Cronos,2019,190000,14700000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Volkswagen,Polo 5P,2024,17000,2300000.0,ARS,Palermo,Ciudad Autónoma Buenos Aires
Volkswagen,Suran,2014,144500,10900.0,USD,Tandil,Buenos Aires
Volkswagen,Passat,2013,125000,14000.0,USD,Floresta,Ciudad Autónoma Buenos Aires
Ford,Focus,2017,112000,22500000.0,ARS,Villa Martelli,Buenos Aires (A.M.B.A.)
Renault,Master,2012,150000,47000.0,USD,San Martin,Buenos Aires (A.M.B.A.)
Volkswagen,Polo 5P,2023,25000,2200000.0,ARS,Palermo,Ciudad Autónoma Buenos Aires
Volkswagen,Polo 5P,2023,11000,2200000.0,ARS,Palermo,Ciudad Autónoma Buenos Aires
Ford,EcoSport,2014,146400,14000000.0,ARS,Córdoba,Córdoba
Chevrolet,Prisma,2019,82200,17100000.0,ARS,San Juan,San Juan
Chevrolet,Tracker,2026,300,38500000.0,ARS,Yerba Buena - Marcos Paz,Tucumán
Volkswagen,Fox,2012,120000,7500.0,USD,Rosario,Santa Fe
FIAT,Uno,2008,130000,6000000.0,ARS,Barrio Las Casuarinas,Buenos Aires
Ford,EcoSport,2014,90327,14000000.0,ARS,San Luis,San Luis
Ford,Escort Rural,1999,170000,3800000.0,ARS,Villa Ballester,Buenos Aires (A.M.B.A.)
Chevrolet,Onix Joy,2018,82320,5800000.0,ARS,Ituzaingo,Buenos Aires (A.M.B.A.)
Volkswagen,Polo 5P,2024,8500,2300000.0,ARS,Palermo,Ciudad Autónoma Buenos Aires
FIAT,147,1992,110000,3500.0,USD,Colegiales,Ciudad Autónoma Buenos Aires
Geely,LC,2017,77590,3400000.0,ARS,Ituzaingo,Buenos Aires (A.M.B.A.)
Toyota,Corolla,2015,133000,19000000.0,ARS,Villa del Totoral,Córdoba
Chevrolet,Corsa Classic,2010,133000,8000000.0,ARS,La Plata,Buenos Aires
Ford,Ranger,2024,30000,52000000.0,ARS,Pilar,Buenos Aires (A.M.B.A.)
FIAT,Cronos,2021,49600,19400000.0,ARS,Santo Tome,Santa Fe
Peugeot,2008,2024,8000,13500000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Nissan,Note,2017,117800,17500000.0,ARS,Córdoba,Córdoba
FIAT,Argo,2017,154000,16700000.0,ARS,Boulogne Sur Mer,Buenos Aires (A.M.B.A.)
Renault,Duster,2013,187000,13500000.0,ARS,Godoy Cruz,Mendoza
Volkswagen,Polo 5P,2024,8000,2250000.0,ARS,Palermo,Ciudad Autónoma Buenos Aires
Peugeot,208,2025,4200,15000000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Volkswagen,Polo 5P,2023,24000,2200000.0,ARS,Palermo,Ciudad Autónoma Buenos Aires
Chevrolet,Aveo,2013,160000,12500000.0,ARS,Tapiales,Buenos Aires (A.M.B.A.)
Volkswagen,Gol,2004,170000,6000000.0,ARS,Recreo,Santa Fe
Volkswagen,Polo 5P,2024,9400,2400000.0,ARS,Palermo,Ciudad Autónoma Buenos Aires
Mercedes,Clase A Hatchback,2019,48000,39000.0,USD,Mataderos,Ciudad Autónoma Buenos Aires
Chevrolet,Onix Plus,2020,78000,13400.0,USD,La Plata,Buenos Aires
Chevrolet,Onix,2019,90000,18500000.0,ARS,Malvinas Argentinas,Buenos Aires (A.M.B.A.)
FIAT,Fiorino,2019,131600,17000000.0,ARS,Córdoba,Córdoba
Renault,Captur,2019,99000,23500000.0,ARS,Neuquén,Neuquén
Volkswagen,Polo 5P,2024,12000,2350000.0,ARS,Palermo,Ciudad Autónoma Buenos Aires
Toyota,Yaris,2022,16500,24000.0,USD,Belgrano,Ciudad Autónoma Buenos Aires
Volkswagen,Suran,2016,69000,17000000.0,ARS,Córdoba,Córdoba
Volkswagen,Vento,2017,114000,17000.0,USD,Palermo,Ciudad Autónoma Buenos Aires
Volkswagen,Vento,2014,152000,14500.0,USD,Barracas,Ciudad Autónoma Buenos Aires
Peugeot,406,2001,175000,7000.0,USD,Lomas De Zamora,Buenos Aires (A.M.B.A.)
Toyota,Corolla,2017,118000,17500.0,USD,La Plata,Buenos Aires
Haval,H6 Pro HEV,2025,1,35500.0,USD,Córdoba,Córdoba
Honda,Fit,2006,170000,7000000.0,ARS,Quilmes,Buenos Aires (A.M.B.A.)
